Equipment;Familly;Category;Event;From;To;duration
Prakla №1_ KATCO;use;WAITING;ППР;06.06.2025 20:00;06.06.2025 21:00;1
Prakla №1_ KATCO;standBy;STANDBY;Ожидание работы;06.06.2025 17:30;06.06.2025 20:00;2,5
Prakla №1_ KATCO;use;WAITING;ППР;06.06.2025 16:00;06.06.2025 17:30;1,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;06.06.2025 14:00;06.06.2025 16:00;2
Prakla №1_ KATCO;standBy;WAITING;Обед;06.06.2025 12:00;06.06.2025 14:00;2
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;06.06.2025 10:00;06.06.2025 12:00;2
Prakla №1_ KATCO;use;ASSEMBLY;Завоз раствора;06.06.2025 9:00;06.06.2025 10:00;1
Prakla №1_ KATCO;use;WAITING;ППР;06.06.2025 8:00;06.06.2025 9:00;1
Prakla №1_ KATCO;standBy;STANDBY;Ожидание раствора;06.06.2025 6:00;06.06.2025 8:00;2
Prakla №1_ KATCO;use;DRILLING;Промывка ствола скважины;06.06.2025 5:00;06.06.2025 6:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;06.06.2025 1:00;06.06.2025 5:00;4
Prakla №1_ KATCO;standBy;WAITING;Обед;06.06.2025 0:00;06.06.2025 1:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;05.06.2025 21:00;06.06.2025 0:00;3
Prakla №1_ KATCO;use;WAITING;ППР;05.06.2025 20:00;05.06.2025 21:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Завоз раствора;05.06.2025 18:00;05.06.2025 20:00;2
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;05.06.2025 15:00;05.06.2025 18:00;3
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;05.06.2025 13:00;05.06.2025 15:00;2
Prakla №1_ KATCO;standBy;WAITING;Обед;05.06.2025 12:00;05.06.2025 13:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;05.06.2025 9:00;05.06.2025 12:00;3
Prakla №1_ KATCO;use;WAITING;ППР;05.06.2025 8:00;05.06.2025 9:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;05.06.2025 2:30;05.06.2025 8:00;5,5
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;05.06.2025 1:00;05.06.2025 2:30;1,5
Prakla №1_ KATCO;standBy;WAITING;Обед;05.06.2025 0:00;05.06.2025 1:00;1
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;04.06.2025 21:00;05.06.2025 0:00;3
Prakla №1_ KATCO;use;WAITING;ППР;04.06.2025 20:00;04.06.2025 21:00;1
Prakla №1_ KATCO;standBy;WAITING;Ожидание каротажа фаза 1;04.06.2025 17:30;04.06.2025 20:00;2,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;04.06.2025 13:30;04.06.2025 17:30;4
Prakla №1_ KATCO;standBy;WAITING;Обед;04.06.2025 12:00;04.06.2025 13:30;1,5
Prakla №1_ KATCO;repair;REPAIR;Ремонт;04.06.2025 10:30;04.06.2025 12:00;1,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;04.06.2025 9:30;04.06.2025 10:30;1
Prakla №1_ KATCO;use;WAITING;ППР;04.06.2025 8:00;04.06.2025 9:30;1,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;04.06.2025 3:00;04.06.2025 8:00;5
Prakla №1_ KATCO;repair;REPAIR;Ремонт;04.06.2025 2:00;04.06.2025 3:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;04.06.2025 1:30;04.06.2025 2:00;0,5
Prakla №1_ KATCO;standBy;WAITING;Обед;04.06.2025 0:30;04.06.2025 1:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;03.06.2025 20:30;04.06.2025 0:30;4
Prakla №1_ KATCO;use;WAITING;ППР;03.06.2025 20:00;03.06.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;03.06.2025 14:30;03.06.2025 20:00;5,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;03.06.2025 13:00;03.06.2025 14:30;1,5
Prakla №1_ KATCO;standBy;WAITING;Обед;03.06.2025 12:00;03.06.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;03.06.2025 11:00;03.06.2025 12:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;03.06.2025 9:30;03.06.2025 11:00;1,5
Prakla №1_ KATCO;standBy;SB_WAITING_FOR_EQUIPMENT;Ожидание водовоза;03.06.2025 9:00;03.06.2025 9:30;0,5
Prakla №1_ KATCO;use;WAITING;ППР;03.06.2025 8:00;03.06.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;03.06.2025 0:30;03.06.2025 8:00;7,5
Prakla №1_ KATCO;standBy;WAITING;Обед;02.06.2025 23:30;03.06.2025 0:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;02.06.2025 22:00;02.06.2025 23:30;1,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;02.06.2025 21:00;02.06.2025 22:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;02.06.2025 20:30;02.06.2025 21:00;0,5
Prakla №1_ KATCO;use;WAITING;ППР;02.06.2025 20:00;02.06.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;02.06.2025 13:00;02.06.2025 20:00;7
Prakla №1_ KATCO;standBy;WAITING;Обед;02.06.2025 12:00;02.06.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;02.06.2025 10:00;02.06.2025 12:00;2
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;02.06.2025 9:00;02.06.2025 10:00;1
Prakla №1_ KATCO;use;WAITING;ППР;02.06.2025 8:00;02.06.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;02.06.2025 1:00;02.06.2025 8:00;7
Prakla №1_ KATCO;standBy;WAITING;Обед;02.06.2025 0:00;02.06.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;01.06.2025 23:00;02.06.2025 0:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;01.06.2025 22:00;01.06.2025 23:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;01.06.2025 20:30;01.06.2025 22:00;1,5
Prakla №1_ KATCO;use;WAITING;ППР;01.06.2025 20:00;01.06.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;01.06.2025 15:30;01.06.2025 20:00;4,5
Prakla №1_ KATCO;standBy;STANDBY;Ожидание раствора;01.06.2025 14:30;01.06.2025 15:30;1
Prakla №1_ KATCO;use;ASSEMBLY;Завоз раствора;01.06.2025 14:00;01.06.2025 14:30;0,5
Prakla №1_ KATCO;use;LEVELLING;Планировка под агрегат;01.06.2025 13:00;01.06.2025 14:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;01.06.2025 12:00;01.06.2025 13:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;01.06.2025 11:00;01.06.2025 12:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;01.06.2025 9:00;01.06.2025 11:00;2
Prakla №1_ KATCO;use;WAITING;ППР;01.06.2025 8:00;01.06.2025 9:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;01.06.2025 7:00;01.06.2025 8:00;1
Prakla №1_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;01.06.2025 4:30;01.06.2025 7:00;2,5
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;01.06.2025 1:00;01.06.2025 4:30;3,5
Prakla №1_ KATCO;standBy;WAITING;Обед;01.06.2025 0:00;01.06.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;31.05.2025 21:00;01.06.2025 0:00;3
Prakla №1_ KATCO;use;WAITING;ППР;31.05.2025 20:00;31.05.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;31.05.2025 17:30;31.05.2025 20:00;2,5
Prakla №1_ KATCO;use;DRILLING;Промывка ствола скважины;31.05.2025 16:00;31.05.2025 17:30;1,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;31.05.2025 13:00;31.05.2025 16:00;3
Prakla №1_ KATCO;standBy;WAITING;Обед;31.05.2025 12:00;31.05.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;31.05.2025 9:00;31.05.2025 12:00;3
Prakla №1_ KATCO;use;WAITING;ППР;31.05.2025 8:00;31.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;31.05.2025 1:00;31.05.2025 8:00;7
Prakla №1_ KATCO;standBy;WAITING;Обед;31.05.2025 0:00;31.05.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;30.05.2025 21:00;31.05.2025 0:00;3
Prakla №1_ KATCO;use;WAITING;ППР;30.05.2025 20:00;30.05.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;30.05.2025 17:00;30.05.2025 20:00;3
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;30.05.2025 15:30;30.05.2025 17:00;1,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;30.05.2025 13:00;30.05.2025 15:30;2,5
Prakla №1_ KATCO;standBy;WAITING;Обед;30.05.2025 12:00;30.05.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;30.05.2025 9:00;30.05.2025 12:00;3
Prakla №1_ KATCO;use;WAITING;ППР;30.05.2025 8:00;30.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;30.05.2025 1:00;30.05.2025 8:00;7
Prakla №1_ KATCO;standBy;WAITING;Обед;30.05.2025 0:00;30.05.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;29.05.2025 21:30;30.05.2025 0:00;2,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;29.05.2025 20:30;29.05.2025 21:30;1
Prakla №1_ KATCO;use;WAITING;ППР;29.05.2025 20:00;29.05.2025 20:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;29.05.2025 15:00;29.05.2025 20:00;5
Prakla №1_ KATCO;repair;REPAIR;Замена кабеля;29.05.2025 14:00;29.05.2025 15:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;29.05.2025 13:00;29.05.2025 14:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;29.05.2025 12:00;29.05.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;29.05.2025 9:30;29.05.2025 12:00;2,5
Prakla №1_ KATCO;repair;REPAIR;Ремонт компрессора;29.05.2025 9:00;29.05.2025 9:30;0,5
Prakla №1_ KATCO;use;WAITING;ППР;29.05.2025 8:00;29.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;29.05.2025 1:00;29.05.2025 8:00;7
Prakla №1_ KATCO;standBy;WAITING;Обед;29.05.2025 0:00;29.05.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;28.05.2025 23:30;29.05.2025 0:00;0,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;28.05.2025 22:30;28.05.2025 23:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;28.05.2025 21:00;28.05.2025 22:30;1,5
Prakla №1_ KATCO;use;WAITING;ППР;28.05.2025 20:00;28.05.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;28.05.2025 16:30;28.05.2025 20:00;3,5
Prakla №1_ KATCO;use;ASSEMBLY;Завоз раствора;28.05.2025 13:00;28.05.2025 16:30;3,5
Prakla №1_ KATCO;standBy;WAITING;Обед;28.05.2025 12:00;28.05.2025 13:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Копка зумпфа;28.05.2025 11:00;28.05.2025 12:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;28.05.2025 9:00;28.05.2025 11:00;2
Prakla №1_ KATCO;use;WAITING;ППР;28.05.2025 8:00;28.05.2025 9:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;28.05.2025 2:00;28.05.2025 8:00;6
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;28.05.2025 1:00;28.05.2025 2:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;28.05.2025 0:00;28.05.2025 1:00;1
Prakla №1_ KATCO;standBy;WAITING;Ожидание результатов каротажа фаза 1;27.05.2025 22:30;28.05.2025 0:00;1,5
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;27.05.2025 21:00;27.05.2025 22:30;1,5
Prakla №1_ KATCO;use;WAITING;ППР;27.05.2025 20:00;27.05.2025 21:00;1
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;27.05.2025 17:30;27.05.2025 20:00;2,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;27.05.2025 13:00;27.05.2025 17:30;4,5
Prakla №1_ KATCO;standBy;WAITING;Обед;27.05.2025 12:00;27.05.2025 13:00;1
Prakla №1_ KATCO;repair;REPAIR;ТО1;27.05.2025 9:00;27.05.2025 12:00;3
Prakla №1_ KATCO;use;WAITING;ППР;27.05.2025 8:00;27.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;27.05.2025 4:30;27.05.2025 8:00;3,5
Prakla №1_ KATCO;repair;REPAIR;Ремонт;27.05.2025 3:00;27.05.2025 4:30;1,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;27.05.2025 1:30;27.05.2025 3:00;1,5
Prakla №1_ KATCO;standBy;WAITING;Обед;27.05.2025 0:30;27.05.2025 1:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.05.2025 22:00;27.05.2025 0:30;2,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;26.05.2025 21:00;26.05.2025 22:00;1
Prakla №1_ KATCO;use;WAITING;ППР;26.05.2025 20:00;26.05.2025 21:00;1
Prakla №1_ KATCO;repair;REPAIR;Поломка гидравлической части;26.05.2025 16:00;26.05.2025 20:00;4
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;26.05.2025 14:00;26.05.2025 16:00;2
Prakla №1_ KATCO;use;DRILLING;Промывка ствола скважины;26.05.2025 13:00;26.05.2025 14:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.05.2025 8:30;26.05.2025 13:00;4,5
Prakla №1_ KATCO;use;WAITING;ППР;26.05.2025 8:00;26.05.2025 8:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;26.05.2025 1:00;26.05.2025 8:00;7
Prakla №1_ KATCO;standBy;WAITING;Обед;26.05.2025 0:00;26.05.2025 1:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;25.05.2025 21:00;26.05.2025 0:00;3
Prakla №1_ KATCO;use;WAITING;ППР;25.05.2025 20:00;25.05.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;25.05.2025 18:30;25.05.2025 20:00;1,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;25.05.2025 16:00;25.05.2025 18:30;2,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;25.05.2025 15:00;25.05.2025 16:00;1
Prakla №1_ KATCO;repair;REPAIR;Ремонт;25.05.2025 14:00;25.05.2025 15:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;25.05.2025 13:00;25.05.2025 14:00;1
Prakla №1_ KATCO;standBy;WAITING;Обед;25.05.2025 12:00;25.05.2025 13:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;25.05.2025 9:00;25.05.2025 12:00;3
Prakla №1_ KATCO;use;WAITING;ППР;25.05.2025 8:00;25.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;25.05.2025 1:30;25.05.2025 8:00;6,5
Prakla №1_ KATCO;standBy;WAITING;Обед;25.05.2025 0:30;25.05.2025 1:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;24.05.2025 23:00;25.05.2025 0:30;1,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;24.05.2025 21:00;24.05.2025 23:00;2
Prakla №1_ KATCO;use;WAITING;ППР;24.05.2025 20:00;24.05.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;24.05.2025 16:00;24.05.2025 20:00;4
Prakla №1_ KATCO;standBy;STANDBY;Ожидание людей;24.05.2025 13:30;24.05.2025 16:00;2,5
Prakla №1_ KATCO;standBy;WAITING;Обед;24.05.2025 12:00;24.05.2025 13:30;1,5
Prakla №1_ KATCO;standBy;STANDBY;Ожидание людей;24.05.2025 9:00;24.05.2025 12:00;3
Prakla №1_ KATCO;use;WAITING;ППР;24.05.2025 8:00;24.05.2025 9:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;24.05.2025 4:30;24.05.2025 8:00;3,5
Prakla №1_ KATCO;standBy;SB_WAITING_FOR_EQUIPMENT;Ожидание водовоза;24.05.2025 3:00;24.05.2025 4:30;1,5
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;24.05.2025 1:00;24.05.2025 3:00;2
Prakla №1_ KATCO;standBy;WAITING;Обед;24.05.2025 0:00;24.05.2025 1:00;1
Prakla №1_ KATCO;use;LEVELLING;Планировка под агрегат;23.05.2025 23:00;24.05.2025 0:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;23.05.2025 21:00;23.05.2025 23:00;2
Prakla №1_ KATCO;use;WAITING;ППР;23.05.2025 20:00;23.05.2025 21:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;23.05.2025 19:00;23.05.2025 20:00;1
Prakla №1_ KATCO;use;LEVELLING;Планировка под агрегат;23.05.2025 17:30;23.05.2025 19:00;1,5
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;23.05.2025 16:00;23.05.2025 17:30;1,5
Prakla №1_ KATCO;standBy;STANDBY;Ожидание работы;23.05.2025 13:00;23.05.2025 16:00;3
Prakla №1_ KATCO;standBy;WAITING;Обед;23.05.2025 12:00;23.05.2025 13:00;1
Prakla №1_ KATCO;standBy;STANDBY;Ожидание работы;23.05.2025 9:30;23.05.2025 12:00;2,5
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;23.05.2025 9:00;23.05.2025 9:30;0,5
Prakla №1_ KATCO;use;WAITING;ППР;23.05.2025 8:00;23.05.2025 9:00;1
Prakla №1_ KATCO;use;DR_DRILLING_COMPLICATION;Поглощение бурового раствора;22.05.2025 20:00;23.05.2025 8:00;12
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;22.05.2025 17:30;22.05.2025 20:00;2,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;22.05.2025 16:30;22.05.2025 17:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;22.05.2025 10:30;22.05.2025 16:30;6
Prakla №1_ KATCO;standBy;SB_WAITING_FOR_EQUIPMENT;Ожидание водовоза;22.05.2025 9:00;22.05.2025 10:30;1,5
Prakla №1_ KATCO;use;WAITING;ППР;22.05.2025 8:00;22.05.2025 9:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Завоз раствора;22.05.2025 3:00;22.05.2025 8:00;5
Prakla №1_ KATCO;use;ASSEMBLY;Монтаж агрегата;22.05.2025 1:00;22.05.2025 3:00;2
Prakla №1_ KATCO;standBy;WAITING;Обед;22.05.2025 0:00;22.05.2025 1:00;1
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;21.05.2025 22:00;22.05.2025 0:00;2
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;21.05.2025 21:00;21.05.2025 22:00;1
Prakla №1_ KATCO;use;WAITING;ППР;21.05.2025 20:00;21.05.2025 21:00;1
Prakla №1_ KATCO;standBy;STANDBY;Ожидание материалов;21.05.2025 18:30;21.05.2025 20:00;1,5
Prakla №1_ KATCO;standBy;SB_WAITING_FOR_EQUIPMENT;Ожидание трактора;21.05.2025 17:00;21.05.2025 18:30;1,5
Prakla №1_ KATCO;use;TRANSPORT;Перевозка агрегата;21.05.2025 13:00;21.05.2025 17:00;4
Prakla №1_ KATCO;standBy;WAITING;Обед;21.05.2025 12:00;21.05.2025 13:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;21.05.2025 11:00;21.05.2025 12:00;1
Prakla №1_ KATCO;use;LOGGING;Каротаж фазы 1;21.05.2025 9:00;21.05.2025 11:00;2
Prakla №1_ KATCO;use;WAITING;ППР;21.05.2025 8:00;21.05.2025 9:00;1
Prakla №1_ KATCO;use;ASSEMBLY;Демонтаж агрегата;21.05.2025 6:30;21.05.2025 8:00;1,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;21.05.2025 2:30;21.05.2025 6:30;4
Prakla №1_ KATCO;use;DRILLING;Промывка ствола скважины;21.05.2025 1:30;21.05.2025 2:30;1
Prakla №1_ KATCO;standBy;WAITING;Обед;21.05.2025 1:00;21.05.2025 1:30;0,5
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;20.05.2025 21:00;21.05.2025 1:00;4
Prakla №1_ KATCO;use;WAITING;ППР;20.05.2025 20:00;20.05.2025 21:00;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;20.05.2025 19:30;20.05.2025 20:00;0,5
Prakla №1_ KATCO;use;DRILLING;СПО при бурении;20.05.2025 18:30;20.05.2025 19:30;1
Prakla №1_ KATCO;use;DRILLING;Бурение с обратной промывкой;20.05.2025 10:30;20.05.2025 18:30;8
